Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 2154ms | tok/sec: 15,214 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.096698 | lrm: 1.00 | dt: 927ms | tok/sec: 35,336 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.014878 | lrm: 1.00 | dt: 948ms | tok/sec: 34,556 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.723616 | lrm: 1.00 | dt: 883ms | tok/sec: 37,119 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.442124 | lrm: 1.00 | dt: 888ms | tok/sec: 36,901 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.223435 | lrm: 1.00 | dt: 883ms | tok/sec: 37,112 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.034376 | lrm: 1.00 | dt: 943ms | tok/sec: 34,759 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.874916 | lrm: 1.00 | dt: 885ms | tok/sec: 37,026 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.723289 | lrm: 1.00 | dt: 882ms | tok/sec: 37,154 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.580048 | lrm: 1.00 | dt: 874ms | tok/sec: 37,481 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.440481 | lrm: 1.00 | dt: 881ms | tok/sec: 37,185 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.304842 | lrm: 1.00 | dt: 1002ms | tok/sec: 32,704 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.187707 | lrm: 1.00 | dt: 874ms | tok/sec: 37,485 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.074185 | lrm: 1.00 | dt: 883ms | tok/sec: 37,106 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00014 (0.9%) | loss: 6.967227 | lrm: 1.00 | dt: 989ms | tok/sec: 33,146 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00015 (1.2%) | loss: 6.875162 | lrm: 1.00 | dt: 880ms | tok/sec: 37,235 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00016 (1.5%) | loss: 6.785705 | lrm: 1.00 | dt: 877ms | tok/sec: 37,358 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00017 (1.8%) | loss: 6.707514 | lrm: 1.00 | dt: 891ms | tok/sec: 36,784 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00306 (86.4%) | loss: 3.991361 | lrm: 0.31 | dt: 866ms | tok/sec: 37,842 | mfu: 0.2% | epoch: 1 | remaining: 40s    
step 00307 (86.7%) | loss: 3.991058 | lrm: 0.30 | dt: 862ms | tok/sec: 37,994 | mfu: 0.2% | epoch: 1 | remaining: 39s    
step 00308 (87.0%) | loss: 3.976214 | lrm: 0.30 | dt: 864ms | tok/sec: 37,916 | mfu: 0.2% | epoch: 1 | remaining: 38s    
step 00309 (87.3%) | loss: 3.970965 | lrm: 0.29 | dt: 859ms | tok/sec: 38,132 | mfu: 0.2% | epoch: 1 | remaining: 37s    
step 00310 (87.6%) | loss: 3.963602 | lrm: 0.29 | dt: 864ms | tok/sec: 37,916 | mfu: 0.2% | epoch: 1 | remaining: 36s    
step 00311 (87.9%) | loss: 3.965020 | lrm: 0.28 | dt: 859ms | tok/sec: 38,157 | mfu: 0.2% | epoch: 1 | remaining: 36s    
step 00312 (88.1%) | loss: 3.951128 | lrm: 0.28 | dt: 914ms | tok/sec: 35,862 | mfu: 0.2% | epoch: 1 | remaining: 35s    
step 00313 (88.4%) | loss: 3.943924 | lrm: 0.27 | dt: 993ms | tok/sec: 32,986 | mfu: 0.2% | epoch: 1 | remaining: 34s    
step 00314 (88.8%) | loss: 3.942961 | lrm: 0.26 | dt: 858ms | tok/sec: 38,179 | mfu: 0.2% | epoch: 1 | remaining: 33s    
step 00315 (89.1%) | loss: 3.947198 | lrm: 0.26 | dt: 858ms | tok/sec: 38,202 | mfu: 0.2% | epoch: 1 | remaining: 32s    
step 00316 (89.4%) | loss: 3.942405 | lrm: 0.25 | dt: 858ms | tok/sec: 38,193 | mfu: 0.2% | epoch: 1 | remaining: 31s    
step 00317 (89.6%) | loss: 3.945057 | lrm: 0.25 | dt: 863ms | tok/sec: 37,979 | mfu: 0.2% | epoch: 1 | remaining: 30s    
step 00318 (89.9%) | loss: 3.951622 | lrm: 0.24 | dt: 861ms | tok/sec: 38,060 | mfu: 0.2% | epoch: 1 | remaining: 29s    
step 00319 (90.2%) | loss: 3.950775 | lrm: 0.24 | dt: 858ms | tok/sec: 38,187 | mfu: 0.2% | epoch: 1 | remaining: 29s    
step 00320 (90.5%) | loss: 3.945709 | lrm: 0.23 | dt: 861ms | tok/sec: 38,053 | mfu: 0.2% | epoch: 1 | remaining: 28s    
step 00321 (90.8%) | loss: 3.943241 | lrm: 0.23 | dt: 859ms | tok/sec: 38,153 | mfu: 0.2% | epoch: 1 | remaining: 27s    
step 00322 (91.1%) | loss: 3.952650 | lrm: 0.22 | dt: 861ms | tok/sec: 38,038 | mfu: 0.2% | epoch: 1 | remaining: 26s    
step 00323 (91.4%) | loss: 3.939979 | lrm: 0.21 | dt: 856ms | tok/sec: 38,260 | mfu: 0.2% | epoch: 1 | remaining: 25s    
step 00324 (91.6%) | loss: 3.952538 | lrm: 0.21 | dt: 943ms | tok/sec: 34,742 | mfu: 0.2% | epoch: 1 | remaining: 24s    
step 00325 (92.0%) | loss: 3.948928 | lrm: 0.20 | dt: 858ms | tok/sec: 38,207 | mfu: 0.2% | epoch: 1 | remaining: 23s    
step 00326 (92.2%) | loss: 3.941690 | lrm: 0.20 | dt: 859ms | tok/sec: 38,134 | mfu: 0.2% | epoch: 1 | remaining: 22s    
step 00327 (92.5%) | loss: 3.939274 | lrm: 0.19 | dt: 859ms | tok/sec: 38,166 | mfu: 0.2% | epoch: 1 | remaining: 22s    
step 00328 (92.8%) | loss: 3.939677 | lrm: 0.19 | dt: 859ms | tok/sec: 38,151 | mfu: 0.2% | epoch: 1 | remaining: 21s    
step 00329 (93.1%) | loss: 3.927292 | lrm: 0.18 | dt: 857ms | tok/sec: 38,225 | mfu: 0.2% | epoch: 1 | remaining: 20s    
step 00330 (93.4%) | loss: 3.921026 | lrm: 0.18 | dt: 858ms | tok/sec: 38,180 | mfu: 0.2% | epoch: 1 | remaining: 19s    
step 00331 (93.7%) | loss: 3.918181 | lrm: 0.17 | dt: 862ms | tok/sec: 38,011 | mfu: 0.2% | epoch: 1 | remaining: 18s    
step 00332 (94.0%) | loss: 3.925886 | lrm: 0.16 | dt: 860ms | tok/sec: 38,083 | mfu: 0.2% | epoch: 1 | remaining: 17s    
step 00333 (94.3%) | loss: 3.911369 | lrm: 0.16 | dt: 861ms | tok/sec: 38,077 | mfu: 0.2% | epoch: 1 | remaining: 16s    
step 00334 (94.5%) | loss: 3.917169 | lrm: 0.15 | dt: 859ms | tok/sec: 38,138 | mfu: 0.2% | epoch: 1 | remaining: 16s    
step 00335 (94.8%) | loss: 3.910793 | lrm: 0.15 | dt: 864ms | tok/sec: 37,905 | mfu: 0.2% | epoch: 1 | remaining: 15s    
step 00336 (95.1%) | loss: 3.904255 | lrm: 0.14 | dt: 974ms | tok/sec: 33,642 | mfu: 0.2% | epoch: 1 | remaining: 14s    
step 00337 (95.4%) | loss: 3.909756 | lrm: 0.14 | dt: 861ms | tok/sec: 38,072 | mfu: 0.2% | epoch: 1 | remaining: 13s    
step 00338 (95.7%) | loss: 3.910717 | lrm: 0.13 | dt: 862ms | tok/sec: 38,034 | mfu: 0.2% | epoch: 1 | remaining: 12s    
step 00339 (96.0%) | loss: 3.907504 | lrm: 0.13 | dt: 860ms | tok/sec: 38,108 | mfu: 0.2% | epoch: 1 | remaining: 11s    
step 00340 (96.3%) | loss: 3.919235 | lrm: 0.12 | dt: 860ms | tok/sec: 38,097 | mfu: 0.2% | epoch: 1 | remaining: 10s    
step 00341 (96.6%) | loss: 3.934053 | lrm: 0.11 | dt: 859ms | tok/sec: 38,127 | mfu: 0.2% | epoch: 1 | remaining: 9s    
step 00342 (96.9%) | loss: 3.913913 | lrm: 0.11 | dt: 863ms | tok/sec: 37,968 | mfu: 0.2% | epoch: 1 | remaining: 9s    
step 00343 (97.2%) | loss: 3.925727 | lrm: 0.10 | dt: 858ms | tok/sec: 38,205 | mfu: 0.2% | epoch: 1 | remaining: 8s    
step 00344 (97.4%) | loss: 3.926977 | lrm: 0.10 | dt: 899ms | tok/sec: 36,429 | mfu: 0.2% | epoch: 1 | remaining: 7s    
step 00345 (97.7%) | loss: 3.919701 | lrm: 0.09 | dt: 865ms | tok/sec: 37,894 | mfu: 0.2% | epoch: 1 | remaining: 6s    
step 00346 (98.0%) | loss: 3.908520 | lrm: 0.09 | dt: 862ms | tok/sec: 38,004 | mfu: 0.2% | epoch: 1 | remaining: 5s    
step 00347 (98.3%) | loss: 3.905725 | lrm: 0.08 | dt: 859ms | tok/sec: 38,126 | mfu: 0.2% | epoch: 1 | remaining: 4s    
step 00348 (98.6%) | loss: 3.903286 | lrm: 0.08 | dt: 859ms | tok/sec: 38,137 | mfu: 0.2% | epoch: 1 | remaining: 3s    
step 00349 (98.9%) | loss: 3.907218 | lrm: 0.07 | dt: 857ms | tok/sec: 38,241 | mfu: 0.2% | epoch: 1 | remaining: 2s    
step 00350 (99.2%) | loss: 3.896129 | lrm: 0.07 | dt: 861ms | tok/sec: 38,059 | mfu: 0.2% | epoch: 1 | remaining: 2s    
step 00351 (99.5%) | loss: 3.889624 | lrm: 0.06 | dt: 871ms | tok/sec: 37,636 | mfu: 0.2% | epoch: 1 | remaining: 1s    
step 00352 (99.8%) | loss: 3.897150 | lrm: 0.05 | dt: 861ms | tok/sec: 38,038 | mfu: 0.2% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.386688
training_seconds: 300.1
total_seconds:    466.2
peak_vram_mb:     0.0
mfu_percent:      0.21
total_tokens_M:   11.6
num_steps:        353
num_params_M:     11.5
depth:            4
